=== big_periods ===
test_name seed_costas.e seed_kociumaka.e seed_kociumaka_nlogn.e
bigperiod_500000_7_65000.in 1.3640708923339844 3.629917860031128 1.237696886062622
bigperiod_500000_2_296666.in 2.57922101020813 4.078629493713379 1.2122421264648438
bigperiod_500000_7_253333.in 1.864443302154541 3.9356751441955566 1.2643458843231201
bigperiod_500000_4_253333.in 2.0715746879577637 3.9077601432800293 1.259021520614624
bigperiod_500000_7_6666.in 1.0380547046661377 3.0294735431671143 1.063213586807251
bigperiod_500000_62_300000.in 1.4125077724456787 3.563331127166748 1.2964210510253906
bigperiod_500000_4_440000.in 2.1683292388916016 1.9920752048492432 1.199005365371704
bigperiod_500000_4_15000.in 1.298649787902832 3.1428866386413574 1.0867500305175781
bigperiod_500000_10_56666.in 1.2390055656433105 3.6034491062164307 1.2202699184417725
bigperiod_500000_4_26666.in 1.3874661922454834 3.361692428588867 1.1053953170776367
bigperiod_500000_62_230000.in 1.3629391193389893 3.5546112060546875 1.3161566257476807
bigperiod_500000_4_285000.in 2.082472085952759 3.9079833030700684 1.2351069450378418
